title,price_str,price,grader,grade,keywords,card_number,sponsored,link,image_url,similarity
"Pokemon Pikachu Scream Munch Retrospective JPN Full Art Promo 288/SM-P PSA 10
Opens in a new window or tab","$9,900.00",9900.0,PSA,10,[],,False,https://www.ebay.com/itm/287111411231,https://i.ebayimg.com/images/g/oEYAAeSwjVFpfVj4/s-l500.webp,1.0
"2018 Pokemon Scream Munch Mimikyu Pikachu Eevee Pysduck Rowlet - PSA 10
Opens in a new window or tab","$36,995.00",36995.0,PSA,10,[],,False,https://www.ebay.com/itm/376922640167,https://i.ebayimg.com/images/g/9F0AAeSwKbZpX-~O/s-l500.webp,1.0
"2018 Pokemon Complete Scream Munch Mimikyu Pikachu Eevee Pysduck Set - PSA 10
Opens in a new window or tab","$36,995.00",36995.0,PSA,10,[],,False,https://www.ebay.com/itm/376910218282,https://i.ebayimg.com/images/g/9F0AAeSwKbZpX-~O/s-l500.webp,1.0
"2018 POKEMON JPN SM PROMO MUNCH: A RETROSPECTIVE #288 PIKACHU PSA 10
Opens in a new window or tab","$10,200.00",10200.0,PSA,10,[],,False,https://www.ebay.com/itm/389519541311,https://i.ebayimg.com/images/g/z9wAAeSwpcBpcDaF/s-l500.webp,1.0
"Pokémon Pikachu Munch: A Retrospective Promo #288 PSA 10 2018 Japanese
Opens in a new window or tab","$9,899.00",9899.0,PSA,10,[],,False,https://www.ebay.com/itm/136999191527,https://i.ebayimg.com/images/g/m8QAAeSwaJVpfOaq/s-l500.webp,1.0
"2018 POKEMON JAPANESE SM PROMO MUNCH: A RETROSPECTIVE #288 PIKACHU PSA 10
Opens in a new window or tab","$10,750.00",10750.0,PSA,10,[],,False,https://www.ebay.com/itm/389525994024,https://i.ebayimg.com/images/g/lv8AAeSw~plpcmRE/s-l500.webp,1.0
"2018 POKEMON JAPANESE SM PROMO MUNCH: A RETROSPECTIVE #288 PIKACHU PSA 10
Opens in a new window or tab","$10,950.00",10950.0,PSA,10,[],,False,https://www.ebay.com/itm/116979989847,https://i.ebayimg.com/images/g/rTcAAeSwq7ZpZT-l/s-l500.webp,1.0
"POKEMON PSA 10 GEM MINT ROWLET 2018 SCREAM JAPANESE PROMO MUNCH CARD 290/SM-P
Opens in a new window or tab","$1,499.99",1499.99,PSA,10,[],,False,https://www.ebay.com/itm/197963219631,https://i.ebayimg.com/images/g/7VIAAeSwdZtpRjKK/s-l500.webp,0.75
"2018 Pokemon Japanese Pikachu Munch Scream Promo 288/SM-P PSA 10 Gem Mint
Opens in a new window or tab","$9,799.00",9799.0,PSA,10,[],,False,https://www.ebay.com/itm/297934024734,https://i.ebayimg.com/images/g/7IoAAeSwNG5pRP1G/s-l500.webp,1.0
"Pokemon Pikachu Scream Munch Retrospective JPN Full Art Promo 288/SM-P PSA 10
Opens in a new window or tab","$10,200.00",10200.0,PSA,10,[],,False,https://www.ebay.com/itm/257301265122,https://i.ebayimg.com/images/g/5Z4AAeSwKQRpYXqt/s-l500.webp,1.0
"2018 Pokemon Japanese Pikachu Munch Scream Promo 288/SM-P PSA 10 Gem Mint
Opens in a new window or tab","$9,299.99",9299.99,PSA,10,[],,False,https://www.ebay.com/itm/297857680744,https://i.ebayimg.com/images/g/7IoAAeSwNG5pRP1G/s-l500.webp,1.0
"2018 POKEMON JPN SM PROMO MUNCH: A RETROSPECTIVE #288 PIKACHU PSA 10
Opens in a new window or tab","$9,139.78",9139.78,PSA,10,[],,False,https://www.ebay.com/itm/116971590996,https://i.ebayimg.com/images/g/Rz4AAeSwZSxpXb43/s-l500.webp,1.0
"Pokemon Pikachu Scream Munch Retrospective JPN Full Art Promo 288/SM-P PSA 10
Opens in a new window or tab","$8,900.00",8900.0,PSA,10,[],,False,https://www.ebay.com/itm/287045664477,https://i.ebayimg.com/images/g/06cAAeSwj59pVg3D/s-l500.webp,1.0
"PSA 10 Pikachu 2018 Munch Scream Promo Card 288/SM-P Pokemon Card Japanese
Opens in a new window or tab","$8,999.00",8999.0,PSA,10,[],,False,https://www.ebay.com/itm/157595615813,https://i.ebayimg.com/images/g/R4UAAeSwGvhpW5zY/s-l500.webp,1.0
"PSA10 Pokemon Pikachu 2018 Japanese Munch Scream Promo Card 288/SM-P GEMMT
Opens in a new window or tab","$7,800.00",7800.0,PSA,10,[],,False,https://www.ebay.com/itm/317745603033,https://i.ebayimg.com/images/g/uP8AAeSwjKFpYCFG/s-l500.webp,1.0
"2018 POKEMON JPN SM PROMO MUNCH: A RETROSPECTIVE #288 PIKACHU PSA 10
Opens in a new window or tab","$9,999.99",9999.99,PSA,10,[],,False,https://www.ebay.com/itm/116957566553,https://i.ebayimg.com/images/g/jYEAAeSwJMBpVVLR/s-l500.webp,1.0
"2018 POKEMON JAPANESE PROMO PIKACHU MUNCH A RETROSPECTIVE 288/SM-P PSA 10
Opens in a new window or tab","$9,210.53",9210.53,PSA,10,[],,False,https://www.ebay.com/itm/205964864148,https://i.ebayimg.com/images/g/~ZIAAeSw8hBpRYrE/s-l500.webp,1.0
"PSA 10 Pikachu 288/sm-p Munch: A Retrospective Sm Promo Pokemon Japanese
Opens in a new window or tab","$9,499.95",9499.95,PSA,10,[],,False,https://www.ebay.com/itm/277633001551,https://i.ebayimg.com/images/g/SxEAAeSwu3NpXWxA/s-l500.webp,1.0
"2018 POKEMON JPN SM PROMO MUNCH: A RETROSPECTIVE #288 PIKACHU PSA 10
Opens in a new window or tab","$8,299.00",8299.0,PSA,10,[],,False,https://www.ebay.com/itm/297859065911,https://i.ebayimg.com/images/g/rscAAeSwKcVpRYET/s-l500.webp,1.0
"2018 POKEMON JAPANESE PROMO PIKACHU MUNCH A RETROSPECTIVE 288/SM-P PSA 10
Opens in a new window or tab","$8,114.04",8114.04,PSA,10,[],,False,https://www.ebay.com/itm/205932743382,https://i.ebayimg.com/images/g/~ZIAAeSw8hBpRYrE/s-l500.webp,1.0
"Full-Art Pikachu Pokemon 2018 Munch Retrospective Promo Japanese 288/SM-P PSA 10
Opens in a new window or tab","$8,000.00",8000.0,PSA,10,[],,False,https://www.ebay.com/itm/366082820557,https://i.ebayimg.com/images/g/KfUAAeSwm0FpTtJ3/s-l500.webp,1.0
"2018 POKEMON JAPANESE SM PROMO MUNCH: A RETROSPECTIVE #288 PIKACHU PSA 10
Opens in a new window or tab","$8,300.00",8300.0,PSA,10,[],,False,https://www.ebay.com/itm/297826098579,https://i.ebayimg.com/images/g/cGkAAeSwX0dpNfi2/s-l500.webp,1.0
"Pikachu Munch 288/SM-P PSA 10 GEM MINT
Opens in a new window or tab","$7,547.29",7547.29,PSA,10,[],,False,https://www.ebay.com/itm/336343882326,https://i.ebayimg.com/images/g/wkkAAeSwD-5obwe~/s-l500.webp,1.0
"Pokemon Pikachu Scream Munch Retrospective JPN Full Art Promo 288/SM-P PSA 10
Opens in a new window or tab","$8,199.99",8199.99,PSA,10,[],,False,https://www.ebay.com/itm/287007053565,https://i.ebayimg.com/images/g/zCQAAeSwQhFpPIJb/s-l500.webp,1.0
"2018 Pokemon Pikachu Mimikyu Psyduck Eevee Rowlet Munch Promo Full Set PSA 10
Opens in a new window or tab","$26,500.00",26500.0,PSA,10,[],,False,https://www.ebay.com/itm/365977192228,https://i.ebayimg.com/images/g/Y3EAAeSwumFpEmga/s-l500.webp,1.0
"2018 POKEMON JPN SM PROMO MUNCH: A RETROSPECTIVE #288 PIKACHU PSA 10
Opens in a new window or tab","$7,710.00",7710.0,PSA,10,[],,False,https://www.ebay.com/itm/297793179008,https://i.ebayimg.com/images/g/P-8AAeSwbNFpJxdi/s-l500.webp,1.0
"Pokemon Pikachu Scream Munch Retrospective JPN Full Art Promo 288/SM-P PSA 10
Opens in a new window or tab","$6,911.00",6911.0,PSA,10,[],,False,https://www.ebay.com/itm/286976086846,https://i.ebayimg.com/images/g/XmsAAeSwEE5pKcrz/s-l500.webp,1.0
"EEVEE MUNCH: A RETROSPECTIVE POKEMON JAPANESE SM PROMO 2018 287 PSA 10
Opens in a new window or tab","$3,483.90",3483.9,PSA,10,[],,False,https://www.ebay.com/itm/137032769193,https://i.ebayimg.com/images/g/IeEAAeSwKGxpezec/s-l500.webp,0.75
"EEVEE MUNCH: A RETROSPECTIVE POKEMON JAPANESE SM PROMO 2018 287 PSA 10
Opens in a new window or tab","$3,112.28",3112.28,PSA,10,[],,False,https://www.ebay.com/itm/136954846405,https://i.ebayimg.com/images/g/KWgAAeSw5ttpak69/s-l500.webp,0.75
"2018 POKEMON JAPANESE SM PROMO MUNCH: A RETROSPECTIVE #286 PSYDUCK PSA 10
Opens in a new window or tab","$6,851.00",6851.0,PSA,10,[],,False,https://www.ebay.com/itm/306754399395,https://i.ebayimg.com/images/g/N10AAeSwxv5phiVx/s-l500.webp,0.75
"EEVEE MUNCH: A RETROSPECTIVE POKEMON JAPANESE SM PROMO 2018 287 PSA 10
Opens in a new window or tab","$4,546.49",4546.49,PSA,10,[],,False,https://www.ebay.com/itm/136995122237,https://i.ebayimg.com/images/g/IeEAAeSwKGxpezec/s-l500.webp,0.75
"PSA 10 SEALED VAN GOGH PIKACHU WITH GREY FELT HAT PLEASEen 085 PROMO POP 1496 in🌍
Opens in a new window or tab","$1,242.59",1242.59,PSA,10,[],,False,https://www.ebay.com/itm/117020902172,https://i.ebayimg.com/images/g/mAEAAeSwPHZphRvy/s-l500.webp,0.75
"2018 POKEMON JPN SM PROMO MUNCH: A RETROSPECTIVE #289 MIMIKYU PSA 10
Opens in a new window or tab","$14,825.00",14825.0,PSA,10,[],,False,https://www.ebay.com/itm/297989301459,https://i.ebayimg.com/images/g/l1kAAeSw8Vdpfyp5/s-l500.webp,0.75
"2018 Pokemon JPN S & M Promo Munch: A Retrospective #287 Eevee PSA 10 GEM MINT
Opens in a new window or tab","$4,600.00",4600.0,PSA,10,[],,False,https://www.ebay.com/itm/376968985098,https://i.ebayimg.com/images/g/f5IAAeSw6bBpk0la/s-l500.webp,0.75
"2018 POKEMON JPN SM PROMO MUNCH: A RETROSPECTIVE #290 ROWLET PSA 10
Opens in a new window or tab","$1,825.00",1825.0,PSA,10,[],,False,https://www.ebay.com/itm/306771046629,https://i.ebayimg.com/images/g/M6gAAeSwPJ1pkQdM/s-l500.webp,0.75
"2018 POKEMON JPN SM PROMO MUNCH: A RETROSPECTIVE #287 EEVEE PSA 10
Opens in a new window or tab","$4,050.00",4050.0,PSA,10,[],,False,https://www.ebay.com/itm/306771304291,https://i.ebayimg.com/images/g/G4kAAeSwAcJpkUZi/s-l500.webp,0.75
"2000 POKEMON JAPANESE NEO #25 PIKACHU PSA 10
Opens in a new window or tab","$1,925.00",1925.0,PSA,10,[],,False,https://www.ebay.com/itm/306762514049,https://i.ebayimg.com/images/g/t-EAAeSwVR1pi1eM/s-l500.webp,0.75
"PSA 10 SEALED VAN GOGH PIKACHU WITH GREY FELT HAT PLEASEen 085 PROMO POP 1496 in🌍
Opens in a new window or tab","$1,027.75",1027.75,PSA,10,[],,False,https://www.ebay.com/itm/116913467383,https://i.ebayimg.com/images/g/qw8AAeSwfWJpMgPA/s-l500.webp,0.75
"Pokemon PSA 10 Pikachu Promo 2021 SWSH145 English
Opens in a new window or tab",$620.00,620.0,PSA,10,[],,False,https://www.ebay.com/itm/389605035858,https://i.ebayimg.com/images/g/wJkAAeSwN2tpjB-L/s-l500.webp,0.75
"POKEMON STAMP BOX + PIKACHU / CRAMORANT PSA 10 LOT JP
Opens in a new window or tab","$4,273.58",4273.58,PSA,10,[],,False,https://www.ebay.com/itm/137035216954,https://i.ebayimg.com/images/g/0a8AAeSwKBBpjzbh/s-l500.webp,0.75
"ROWLET MUNCH: A RETROSPECTIVE POKEMON JAPANESE SM PROMO 2018 290 PSA 10
Opens in a new window or tab","$1,207.75",1207.75,PSA,10,[],,False,https://www.ebay.com/itm/136947709474,https://i.ebayimg.com/images/g/2jEAAeSwUCppZ4SE/s-l500.webp,0.75
"PSA 10 SEALED VAN GOGH PIKACHU WITH GREY FELT HAT PLEASEen 085 PROMO POP 1496 in🌍
Opens in a new window or tab","$1,625.82",1625.82,PSA,10,[],,False,https://www.ebay.com/itm/117020902352,https://i.ebayimg.com/images/g/OiwAAeSwZUpphRwZ/s-l500.webp,0.75
"2018 POKEMON JAPANESE SM PROMO #270 RED'S PIKACHU PSA 10
Opens in a new window or tab",$647.31,647.31,PSA,10,[],,False,https://www.ebay.com/itm/306775024278,https://i.ebayimg.com/images/g/beAAAeSw0eVpk~G6/s-l500.webp,0.75
"Pokemon 2016 Luigi Pikachu Promo #296 - PSA 10 GEM MINT - Japanese XY
Opens in a new window or tab","$8,942.01",8942.01,PSA,10,[],,False,https://www.ebay.com/itm/358194374476,https://i.ebayimg.com/images/g/5FoAAeSwa6pphc4E/s-l500.webp,0.75
"PSA 10 SEALED VAN GOGH PIKACHU WITH GREY FELT HAT PLEASEen 085 PROMO POP 1496 in🌍
Opens in a new window or tab","$1,312.27",1312.27,PSA,10,[],,False,https://www.ebay.com/itm/117001203866,https://i.ebayimg.com/images/g/OwoAAeSwWXhpYERm/s-l500.webp,0.75
"Pokemon Psyduck Scream Munch Retrospective JPN Full Art Promo 286/SM-P PSA 10
Opens in a new window or tab","$6,701.00",6701.0,PSA,10,[],,False,https://www.ebay.com/itm/287126681133,https://i.ebayimg.com/images/g/KQAAAeSw6RVphoAA/s-l500.webp,0.75
"2018 POKEMON JAPANESE SM PROMO #281 YOKOHAMA'S PIKACHU PSA 10
Opens in a new window or tab","$1,375.00",1375.0,PSA,10,[],,False,https://www.ebay.com/itm/297980415001,https://i.ebayimg.com/images/g/6w8AAeSwwdZpe1KE/s-l500.webp,0.75
"POKEMON 2018 ROWLET MUNCH: A RETROSPECTIVE JAPANESE SM PROMO #290 PSA 10
Opens in a new window or tab","$2,031.00",2031.0,PSA,10,[],,False,https://www.ebay.com/itm/389641402939,https://i.ebayimg.com/images/g/J70AAeSwlNdpj9FC/s-l500.webp,0.75
"Pokemon Eevee Scream Munch Retrospective JPN Full Art Promo 287/SM-P PSA 10
Opens in a new window or tab","$2,770.00",2770.0,PSA,10,[],,False,https://www.ebay.com/itm/286990333653,https://i.ebayimg.com/images/g/YTYAAeSwvQhpMk18/s-l500.webp,0.75
"2018 POKEMON JPN SM PROMO MUNCH: A RETROSPECTIVE #290 ROWLET PSA 10
Opens in a new window or tab","$2,250.00",2250.0,PSA,10,[],,False,https://www.ebay.com/itm/117048789966,https://i.ebayimg.com/images/g/qEYAAeSwDStpmRhb/s-l500.webp,0.75
"PSA 10 SEALED VAN GOGH PIKACHU WITH GREY FELT HAT PLEASEen 085 PROMO POP 1496 in🌍
Opens in a new window or tab","$1,254.20",1254.2,PSA,10,[],,False,https://www.ebay.com/itm/116996002838,https://i.ebayimg.com/images/g/zi0AAeSwH-1pcqKP/s-l500.webp,0.75
"PSA 10 SEALED VAN GOGH PIKACHU WITH GREY FELT HAT PLEASEen 085 PROMO POP 1496 in🌍
Opens in a new window or tab","$1,351.75",1351.75,PSA,10,[],,False,https://www.ebay.com/itm/116989635673,https://i.ebayimg.com/images/g/OwoAAeSwWXhpYERm/s-l500.webp,0.75
"2016 POKEMON JAPANESE SM PROMO #014 PRETEND GRUNT PIKACHU PSA 10
Opens in a new window or tab","$3,710.00",3710.0,PSA,10,[],,False,https://www.ebay.com/itm/117044965391,https://i.ebayimg.com/images/g/ZY0AAeSwQ8xpllmK/s-l500.webp,0.75
"PSA 10 SEALED VAN GOGH PIKACHU WITH GREY FELT HAT PLEASEen 085 PROMO POP 1496 in🌍
Opens in a new window or tab","$1,312.27",1312.27,PSA,10,[],,False,https://www.ebay.com/itm/116996002455,https://i.ebayimg.com/images/g/P4gAAeSwyOJpcqGj/s-l500.webp,0.75
"2018 POKEMON JPN SM PROMO MUNCH: A RETROSPECTIVE #287 EEVEE PSA 10
Opens in a new window or tab","$3,188.88",3188.88,PSA,10,[],,False,https://www.ebay.com/itm/116940577822,https://i.ebayimg.com/images/g/yQcAAeSw4GxpSIWw/s-l500.webp,0.75
"2020 POKEMON JAPANESE S PROMO #144 KANAZAWA'S PIKACHU PSA 10
Opens in a new window or tab",$270.00,270.0,PSA,10,[],,False,https://www.ebay.com/itm/298003076625,https://i.ebayimg.com/images/g/MwkAAeSwV2dphJn9/s-l500.webp,0.75
"PSA 10 SEALED VAN GOGH PIKACHU WITH GREY FELT HAT PLEASEen 085 PROMO POP 1496 in🌍
Opens in a new window or tab","$1,141.56",1141.56,PSA,10,[],,False,https://www.ebay.com/itm/116978313652,https://i.ebayimg.com/images/g/LB4AAeSwWO9pZWVU/s-l500.webp,0.75
"2018 POKEMON JPN SM PROMO MUNCH: A RETROSPECTIVE #290 ROWLET PSA 10
Opens in a new window or tab","$1,266.00",1266.0,PSA,10,[],,False,https://www.ebay.com/itm/297880840388,https://i.ebayimg.com/images/g/oJIAAeSwp7lpT07x/s-l500.webp,0.75
"2023 POKEMON JAPANESE SV-P PROMO #098 DETECTIVE PIKACHU PSA 10
Opens in a new window or tab",$281.00,281.0,PSA,10,[],,False,https://www.ebay.com/itm/298003377248,https://i.ebayimg.com/images/g/K2oAAeSw2BtphLkR/s-l500.webp,0.75
"2018 Pokemon JPN SM Promo Munch A Retrospective #286 Psyduck PSA 10 GEM MINT
Opens in a new window or tab","$4,350.00",4350.0,PSA,10,[],,False,https://www.ebay.com/itm/366036618029,https://i.ebayimg.com/images/g/iIIAAeSw8j9pMKvx/s-l500.webp,0.75
