title,price_str,price,grader,grade,keywords,card_number,sponsored,link,image_url
"CGC 9 Mint Pikachu Black Star Promo Illustration Contest 2024 SVP 214 Pokemon
Opens in a new window or tab",$17.00,17.0,CGC,9,[],,False,https://www.ebay.com/itm/326948490199,https://i.ebayimg.com/images/g/lBYAAeSwLhRpY~9p/s-l500.webp
"CGC 9 Pikachu 165/SV-P Korean Promo Illustration Contest 2024 Winner Pokemon
Opens in a new window or tab",$119.99,119.99,CGC,9,[],,False,https://www.ebay.com/itm/406695647015,https://i.ebayimg.com/images/g/OOMAAeSwmrZpj3Up/s-l500.webp
"Van Gogh Museum, Amsterdam Pokemon x Van Gogh Insert Card CGC 9 MINT
Opens in a new window or tab",$60.49,60.49,CGC,9,[],,False,https://www.ebay.com/itm/157427577835,https://i.ebayimg.com/images/g/0GMAAeSwUfxpArEc/s-l500.webp
"Pokemon Card Carddass Vending Anime Japanese Pikachu Rhydon #226 Machoke Cgc 9
Opens in a new window or tab",$50.00,50.0,CGC,9,[],,False,https://www.ebay.com/itm/188085164219,https://i.ebayimg.com/images/g/PKIAAeSwOe5pm1VO/s-l500.webp
"Pokémon TCG Pikachu Black Star Promo Illustration Contest 2024 Winner- CGC 9
Opens in a new window or tab",$20.00,20.0,CGC,9,[],,False,https://www.ebay.com/itm/317886567603,https://i.ebayimg.com/images/g/hrsAAeSweFhpkuUG/s-l500.webp
"Pikachu - 214 (Illustration Contest 2024) 214 Sv: Scarlet & Violet Promo CGC 9
Opens in a new window or tab",$15.00,15.0,CGC,9,[],,False,https://www.ebay.com/itm/287136442536,https://i.ebayimg.com/images/g/l~8AAeSwI1ZpjOZp/s-l500.webp
"Pikachu Pokémon (2025) Black Star Promo 214 Illustration Contest Winner CGC 9
Opens in a new window or tab",$44.40,44.4,CGC,9,[],,False,https://www.ebay.com/itm/358083607227,https://i.ebayimg.com/images/g/dbMAAeSwFNhpWqL1/s-l500.webp
"Pokémon TCG Pikachu Black Star Promo Illustration Contest 2024 Winner- CGC 9
Opens in a new window or tab",$20.00,20.0,CGC,9,[],,False,https://www.ebay.com/itm/397364149112,https://i.ebayimg.com/images/g/6UgAAeSwvxlpNJvM/s-l500.webp
"Pokemon 2025 Pikachu 020/M-P McDonalds Promo Mega Evolution Japanese CGC 9
Opens in a new window or tab",$39.95,39.95,CGC,9,[],,False,https://www.ebay.com/itm/277696897875,https://i.ebayimg.com/images/g/xKYAAeSwg0ZpgdlS/s-l500.webp
"2025 Pokemon Pikachu Black Star Promo Illustration Contest 2024 SVP 214 CGC 9
Opens in a new window or tab",$18.00,18.0,CGC,9,[],,False,https://www.ebay.com/itm/198072366436,https://i.ebayimg.com/images/g/x6EAAeSwO2BpgAtZ/s-l500.webp
"CGC 9 Pikachu 214 2025 Black Star Promos Illustration Contest 2024 Winner
Opens in a new window or tab",$22.00,22.0,CGC,9,[],,False,https://www.ebay.com/itm/406490852458,https://i.ebayimg.com/images/g/I3EAAeSwTDhpQuPO/s-l500.webp
"2025 Pokemon Pikachu Black Star Promo Illustration Contest + Toxtricity CGC 9
Opens in a new window or tab",$29.00,29.0,CGC,9,[],,False,https://www.ebay.com/itm/306565829914,https://i.ebayimg.com/images/g/djcAAeSwdfFo--ko/s-l500.webp
"2023 Scarlet & Violet 151 #173/165 Pikachu CGC 9
Opens in a new window or tab",$49.99,49.99,CGC,9,[],173/165,False,https://www.ebay.com/itm/157407790670,https://i.ebayimg.com/images/g/DGIAAeSwZCxo97zI/s-l500.webp
"Surfing Pikachu 28/53 Wotc Black Star Promo Regular 2001 CGC 9 MINT
Opens in a new window or tab",$73.13,73.13,CGC,9,[],28/53,False,https://www.ebay.com/itm/116885328641,https://i.ebayimg.com/images/g/UXUAAeSwO9ppG9~V/s-l500.webp
"Pikachu - 214 (Illustration Contest 2024) 214 Sv: Scarlet & Violet Promo CGC 9
Opens in a new window or tab",$20.00,20.0,CGC,9,[],,False,https://www.ebay.com/itm/389483986463,https://i.ebayimg.com/images/g/eYkAAeSwq7ZpZGOI/s-l500.webp
"2025 POKEMON SV PROMOS ILLUSTRATION CONTEST 2024 WINNER #242/SV-P PIKACHU CGC 9
Opens in a new window or tab",$49.99,49.99,CGC,9,[],,False,https://www.ebay.com/itm/147026368764,https://i.ebayimg.com/images/g/MS4AAeSwaXxpO-NN/s-l500.webp
"CGC 9 Pikachu VMAX (Secret) TG29/TG30 Swsh11: Lost Origin Trainer Gallery Holo
Opens in a new window or tab",$35.00,35.0,CGC,9,[],,False,https://www.ebay.com/itm/376926201321,https://i.ebayimg.com/images/g/k0MAAeSwzrZpgVVg/s-l500.webp
"Pokémon Pikachu 214 Black Star Promos Illustration Winner CGC 9
Opens in a new window or tab",$20.00,20.0,CGC,9,[],,False,https://www.ebay.com/itm/366151929241,https://i.ebayimg.com/images/g/-FcAAeSwtbtpd3YR/s-l500.webp
"CGC 9 - Pikachu 120/SV-P Pokemon Gym Event Campaign
Opens in a new window or tab",$34.99,34.99,CGC,9,[],,False,https://www.ebay.com/itm/188010830711,https://i.ebayimg.com/images/g/2NsAAeSwjs1pfYO3/s-l500.webp
"Pokémon TCG Charizard ex 199/165 Scarlet & Violet 151 CGC 9 MINT
Opens in a new window or tab",$399.00,399.0,CGC,9,[],199/165,False,https://www.ebay.com/itm/397110260632,https://i.ebayimg.com/images/g/Y2IAAeSwWxpo3GQj/s-l500.webp
"Pokémon Pikachu VMAX Secret Lost Origin TG29/TG30 Trainer Gallery CGC 9 MINT ✨
Opens in a new window or tab",$39.99,39.99,CGC,9,[],,False,https://www.ebay.com/itm/157436068377,https://i.ebayimg.com/images/g/By0AAeSwZAdpB89s/s-l500.webp
"CGC 9 MINT Pikachu V Pokemon SWSH061 Black Star Promo Rare Illustration
Opens in a new window or tab",$23.83,23.83,CGC,9,[],,False,https://www.ebay.com/itm/357837367758,https://i.ebayimg.com/images/g/Sy0AAeSwPP5oaypV/s-l500.webp
"Pikachu 005/025 - Celebrations - CGC 9 - Pokémon Card TCG (Equiv. PSA BGS)
Opens in a new window or tab",$40.00,40.0,CGC,9,[],005/025,False,https://www.ebay.com/itm/277556375084,https://i.ebayimg.com/images/g/TboAAeSw~DRpMKBY/s-l500.webp
"Pikachu 005/025 Celebrations Holo Rare Full Art 2021 CGC 9 MINT
Opens in a new window or tab",$21.87,21.87,CGC,9,['Holo Rare'],005/025,False,https://www.ebay.com/itm/116880958038,https://i.ebayimg.com/images/g/vz4AAeSw7lFpGSLU/s-l500.webp
"Pikachu Pokemon 2022 T. Chinese Promo 001/SV-P Scarlet & Violet Pre-order CGC 9
Opens in a new window or tab",$15.00,15.0,CGC,9,[],,False,https://www.ebay.com/itm/277387852191,https://i.ebayimg.com/images/g/yf4AAeSwezVoywqu/s-l500.webp
"2025 Pikachu Black Star Promos #214 Illustation Contest 2024 Winner CGC 9
Opens in a new window or tab",$29.99,29.99,CGC,9,[],,False,https://www.ebay.com/itm/167945255003,https://i.ebayimg.com/images/g/T8sAAeSwKk9pH6FH/s-l500.webp
"CGC 9 MINT Pikachu - 214 (Illustration Contest 2024) 214 Scarlet & Violet Promo
Opens in a new window or tab",$39.99,39.99,CGC,9,[],,False,https://www.ebay.com/itm/397359704123,https://i.ebayimg.com/images/g/NHYAAeSwskhpMwBr/s-l500.webp
"2025 POKEMON SVP EN-SV BLACK STAR PROMO ILLUSTRATION CONTEST PIKACHU CGC 9
Opens in a new window or tab",$34.99,34.99,CGC,9,[],,False,https://www.ebay.com/itm/297327152026,https://i.ebayimg.com/images/g/M1UAAeSwWstoLTTM/s-l500.webp
"CGC 9 MINT Munchlax 68/100 Reverse Holo Pokemon Majestic Dawn Beautiful
Opens in a new window or tab",$129.99,129.99,CGC,9,[],68/100,False,https://www.ebay.com/itm/317793114103,https://i.ebayimg.com/images/g/wKgAAeSwqbtpczQp/s-l500.webp
"Pikachu 005/025 Celebrations Holo Illustration Rare CGC 9 Psa
Opens in a new window or tab",$19.95,19.95,CGC,9,[],005/025,False,https://www.ebay.com/itm/177026888393,https://i.ebayimg.com/images/g/iFEAAeSwSs5oBBJN/s-l500.webp
"Pokémon TCG Surging Sparks Pikachu EX 219/191 Full Art CGC 9!
Opens in a new window or tab",$32.99,32.99,CGC,9,[],219/191,False,https://www.ebay.com/itm/168190541190,https://i.ebayimg.com/images/g/RigAAeSwovVpoOwO/s-l500.webp
"2025 POKEMON PFL EN-PHANTASMAL FLAMES ILLUSTRATION RARE #106 MEOWTH CGC 9
Opens in a new window or tab",$50.00,50.0,CGC,9,[],,False,https://www.ebay.com/itm/406722624422,https://i.ebayimg.com/images/g/acUAAeSwCI5pVFZo/s-l500.webp
"2025 Pokemon Pikachu Black Star Promo Illustration Contest 2024 SVP 214 CGC 9
Opens in a new window or tab",$23.00,23.0,CGC,9,[],,False,https://www.ebay.com/itm/287138858719,https://i.ebayimg.com/images/g/dRwAAeSwPudpjnOp/s-l500.webp
"Charizard Grand Prix Illustrator Graded Promo Japanese Pokemon Card CGC 9 Mint
Opens in a new window or tab",$78.00,78.0,CGC,9,[],,False,https://www.ebay.com/itm/275262214081,https://i.ebayimg.com/images/g/a6sAAOSw8SZiUbts/s-l500.webp
"Nidoking *CGC 9* Illustration Rare *Scarlet & Violet 151* #174 *2023* Pokemon
Opens in a new window or tab",$15.00,15.0,CGC,9,[],,False,https://www.ebay.com/itm/336441039046,https://i.ebayimg.com/images/g/hBAAAeSwnedpikW0/s-l500.webp
"Charizard Grand Prix Illustrator Graded Promo Japanese Pokemon Card CGC 9 Mint
Opens in a new window or tab",$78.00,78.0,CGC,9,[],,False,https://www.ebay.com/itm/275262209445,https://i.ebayimg.com/images/g/a44AAOSwEK5iUbo8/s-l500.webp
"POKEMON CGC 9 2023 SV Paradox Rift Tapu Koko ex 247/182 SIR
Opens in a new window or tab",$25.50,25.5,CGC,9,[],247/182,False,https://www.ebay.com/itm/326851290405,https://i.ebayimg.com/images/g/tL0AAeSwO8tpC~Qz/s-l500.webp
"2024 Pokemon Paldean Fates Charmander 007/091 Reverse Holo - CGC 9 - Mint!
Opens in a new window or tab",$18.99,18.99,CGC,9,[],007/091,False,https://www.ebay.com/itm/365933000402,https://i.ebayimg.com/images/g/FsgAAeSw9OJo7dvW/s-l500.webp
"2021 POKEMON PIKACHU MCDONALD'S COLLECTION 25TH ANNIVERSARY # 25/25 CGC 9 MINT
Opens in a new window or tab",$34.00,34.0,CGC,9,[],25/25,False,https://www.ebay.com/itm/388976337446,https://i.ebayimg.com/images/g/12kAAeSwZWZoyZ6-/s-l500.webp
"Pokémon TCG Celebrations Pikachu Holo Rare Card 005/025 25th Anniversary CGC 9
Opens in a new window or tab",$29.99,29.99,CGC,9,['Holo Rare'],005/025,False,https://www.ebay.com/itm/167897692872,https://i.ebayimg.com/images/g/XtEAAeSwV9NpBZy5/s-l500.webp
"Charizard 143/S-P Illustration Grand Prix Promo CGC 9 MINT - Japanese Pokemon
Opens in a new window or tab",$22.99,22.99,CGC,9,[],,False,https://www.ebay.com/itm/227140527164,https://i.ebayimg.com/images/g/YIEAAeSwC9ppR5dr/s-l500.webp
"Pokémon Pikachu TCG Black Star Promo 027 CGC 9 Paldea Evolved ETB Card -Mint!-
Opens in a new window or tab",$29.99,29.99,CGC,9,[],,False,https://www.ebay.com/itm/136355800168,https://i.ebayimg.com/images/g/gJcAAeSwJMVoqXJN/s-l500.webp
"Oricorio EX *CGC 9* Illustration Rare *Phantasmal Flames UPC Promo* #24 *Pokemon
Opens in a new window or tab",$25.25,25.25,CGC,9,[],,False,https://www.ebay.com/itm/127687400838,https://i.ebayimg.com/images/g/IpQAAeSwgIBpktNL/s-l500.webp
"2025 POKEMON JAPANESE MEGA EVOLUTION MCDONALDS PROMO #020/M-P PIKACHU CGC 9
Opens in a new window or tab",$50.00,50.0,CGC,9,[],,False,https://www.ebay.com/itm/366118468254,https://i.ebayimg.com/images/g/GnoAAeSwAvJpZHx-/s-l500.webp
"Mewtwo (Batman) *CGC 9* Illustration Rare *Scarlet & Violet 151* UPC Promo * #52
Opens in a new window or tab",$70.00,70.0,CGC,9,[],,False,https://www.ebay.com/itm/127653973137,https://i.ebayimg.com/images/g/CFoAAeSw64xpcUq7/s-l500.webp
"1999 Pokemon Artbox Series 1 Pikachu 25 Sticker Graded CGC 9
Opens in a new window or tab",$30.00,30.0,CGC,9,[],,False,https://www.ebay.com/itm/388672134777,https://i.ebayimg.com/images/g/a5kAAeSwNyhoaS7r/s-l500.webp
"Pokemon Jungle Pikachu 2000 World Collection Chinese #60/64 CGC 9 --207
Opens in a new window or tab",$50.00,50.0,CGC,9,[],60/64,False,https://www.ebay.com/itm/366215996444,https://i.ebayimg.com/images/g/wIEAAeSwFD9pmLPO/s-l500.webp
"Bulbasaur *CGC 9* Illustration Rare *Mega Evolutions Stamp* #133 * Pokemon
Opens in a new window or tab",$30.00,30.0,CGC,9,[],,False,https://www.ebay.com/itm/127686748564,https://i.ebayimg.com/images/g/Dg0AAeSwJ05pkmNH/s-l500.webp
"CGC 9 MINT Mudkip Holo #018 Pokemon Black Star Promo EX Deck Tins Low Pop
Opens in a new window or tab",$444.44,444.44,CGC,9,[],,False,https://www.ebay.com/itm/397641403370,https://i.ebayimg.com/images/g/LNEAAeSwB7tpnIud/s-l500.webp
"Nymble CGC 9 PSA 082/080 Illustration Rare Pokemon 2025
Opens in a new window or tab",$17.00,17.0,CGC,9,[],082/080,False,https://www.ebay.com/itm/127644214501,https://i.ebayimg.com/images/g/dUMAAeSwZUppddgl/s-l500.webp
"Palafin *CGC 9* Illustration Rare *Paldean Fates* #225 *2024* Pokemon
Opens in a new window or tab",$15.00,15.0,CGC,9,[],,False,https://www.ebay.com/itm/336441038986,https://i.ebayimg.com/images/g/XusAAeSw0clpij40/s-l500.webp
"Dendra 266/193 CGC 9 Error Paldea Evolved ALTERNATE ART Trainer Waifu Girl Slab
Opens in a new window or tab",$234.99,234.99,CGC,9,[],266/193,False,https://www.ebay.com/itm/225711024883,https://i.ebayimg.com/images/g/oy4AAOSwUVNkzsly/s-l500.webp
"Vibrava *CGC 9* Illustration Rare *Surging Sparks* #206 *2024* Pokemon
Opens in a new window or tab",$15.00,15.0,CGC,9,[],,False,https://www.ebay.com/itm/336441039085,https://i.ebayimg.com/images/g/KokAAeSw8A5pikVx/s-l500.webp
"Larvesta *CGC 9* Illustration Rare *Surging Sparks* #196 *2024* Pokemon
Opens in a new window or tab",$15.00,15.0,CGC,9,[],,False,https://www.ebay.com/itm/336441039083,https://i.ebayimg.com/images/g/m8IAAeSwdUJpikUb/s-l500.webp
"Garganacl *CGC 9* Illustration Rare *Mega Evolution* #147 *2025* Pokemon
Opens in a new window or tab",$15.00,15.0,CGC,9,[],,False,https://www.ebay.com/itm/336441039063,https://i.ebayimg.com/images/g/j9wAAeSwyOJpikSh/s-l500.webp
"PIKACHU 214 POKEMON ILLUSTRATION CONTEST WINNER 2024 CGC 9
Opens in a new window or tab",$29.99,29.99,CGC,9,[],,False,https://www.ebay.com/itm/389131155759,https://i.ebayimg.com/images/g/NkMAAeSw6Y9o-StA/s-l500.webp
"Pokemon Slab Pikachu Illustration Contest 214/BSP CGC 9 Mint
Opens in a new window or tab",$16.85,16.85,CGC,9,[],,False,https://www.ebay.com/itm/257354711855,https://i.ebayimg.com/images/g/RUoAAeSw5llpjHqA/s-l500.webp
"2025 POKEMON SVP EN-SV BLACK STAR PROMO ILLUSTRATION CONTEST PIKACHU CGC 9
Opens in a new window or tab",$59.00,59.0,CGC,9,[],,False,https://www.ebay.com/itm/297754171498,https://i.ebayimg.com/images/g/c7wAAeSwar5pE8BD/s-l500.webp
"Pikachu ex 238/191 Special Illustration Rare Holo CGC 9 Sv08 Surging Sparks 2024
Opens in a new window or tab",$275.00,275.0,CGC,9,[],238/191,False,https://www.ebay.com/itm/306669123692,https://i.ebayimg.com/images/g/mv4AAeSwLPFpSAcB/s-l500.webp
"Pikachu 190 Black Star Promo Cards World Championships Graded CGC 9 Mint
Opens in a new window or tab",$23.00,23.0,CGC,9,[],,False,https://www.ebay.com/itm/376676397316,https://i.ebayimg.com/images/g/74gAAeSwlN9pDAD0/s-l500.webp
"Pikachu - 120/SV-P 120/SV-P Sv-P Promotional Cards Regular (Japanese) CGC 9
Opens in a new window or tab",$20.75,20.75,CGC,9,[],,False,https://www.ebay.com/itm/366125506363,https://i.ebayimg.com/images/g/tycAAeSwAwdpaDiE/s-l500.webp
"Pikachu 173/165 Illustration Rare English 2023 Pokemon CGC 9
Opens in a new window or tab",$75.00,75.0,CGC,9,[],173/165,False,https://www.ebay.com/itm/389078193486,https://i.ebayimg.com/images/g/gZkAAeSwUW1o6am~/s-l500.webp
"Pikachu Black Star Promo (Movie Promo) 04/53 - 1999 - CGC 9
Opens in a new window or tab",$199.99,199.99,CGC,9,[],04/53,False,https://www.ebay.com/itm/197979844789,https://i.ebayimg.com/images/g/O50AAeSwPjppTwjs/s-l500.webp
"Pokémon TCG Charizard ex 199/165 Scarlet & Violet 151 CGC 9 MINT
Opens in a new window or tab",$320.00,320.0,CGC,9,[],199/165,False,https://www.ebay.com/itm/286888516256,https://i.ebayimg.com/images/g/4ZkAAeSwgG1o9mcG/s-l500.webp
"Pokémon TCG Charizard ex 199/165 Scarlet & Violet 151 CGC 9 MINT
Opens in a new window or tab","$1,000.00",1000.0,CGC,9,[],199/165,False,https://www.ebay.com/itm/396320680514,https://i.ebayimg.com/images/g/vC0AAOSwJIFn1Mzs/s-l500.webp
"2025 Pokemon Pikachu Black Star Promo Illustration Contest 2024 SVP 214 CGC 9
Opens in a new window or tab",$39.00,39.0,CGC,9,[],,False,https://www.ebay.com/itm/205828608116,https://i.ebayimg.com/images/g/18cAAeSwCtZpC69W/s-l500.webp
