title,price_str,price,price_currency,price_raw,grader,grade,keywords,card_number,sponsored,link,image_url,sold_date,sold_date_iso,similarity,matched,missing
"2018 Pokemon Japanese Pikachu Munch Scream Promo 288/SM-P PSA 10 Gem Mint
Opens in a new window or tab","$9,799.00",9799.0,USD,9799.0,PSA,10,[],,False,https://www.ebay.com/itm/297934024734,https://i.ebayimg.com/images/g/7IoAAeSwNG5pRP1G/s-l500.webp,"Jan 20, 2026",2026-01-20,1.0,"['10', 'munch', 'pikachu', 'psa']",[]
"Pokemon Pikachu Scream Munch Retrospective JPN Full Art Promo 288/SM-P PSA 10
Opens in a new window or tab","$10,200.00",10200.0,USD,10200.0,PSA,10,[],,False,https://www.ebay.com/itm/257301265122,https://i.ebayimg.com/images/g/5Z4AAeSwKQRpYXqt/s-l500.webp,"Jan 15, 2026",2026-01-15,1.0,"['10', 'munch', 'pikachu', 'psa']",[]
"2018 Pokemon Japanese Pikachu Munch Scream Promo 288/SM-P PSA 10 Gem Mint
Opens in a new window or tab","$9,299.99",9299.99,USD,9299.99,PSA,10,[],,False,https://www.ebay.com/itm/297857680744,https://i.ebayimg.com/images/g/7IoAAeSwNG5pRP1G/s-l500.webp,"Jan 13, 2026",2026-01-13,1.0,"['10', 'munch', 'pikachu', 'psa']",[]
"2018 POKEMON JPN SM PROMO MUNCH: A RETROSPECTIVE #288 PIKACHU PSA 10
Opens in a new window or tab","$9,139.78",9139.78,USD,9139.78,PSA,10,[],,False,https://www.ebay.com/itm/116971590996,https://i.ebayimg.com/images/g/Rz4AAeSwZSxpXb43/s-l500.webp,"Jan 11, 2026",2026-01-11,1.0,"['10', 'munch', 'pikachu', 'psa']",[]
"Pokemon Pikachu Scream Munch Retrospective JPN Full Art Promo 288/SM-P PSA 10
Opens in a new window or tab","$8,900.00",8900.0,USD,8900.0,PSA,10,[],,False,https://www.ebay.com/itm/287045664477,https://i.ebayimg.com/images/g/06cAAeSwj59pVg3D/s-l500.webp,"Jan 11, 2026",2026-01-11,1.0,"['10', 'munch', 'pikachu', 'psa']",[]
"PSA 10 Pikachu 2018 Munch Scream Promo Card 288/SM-P Pokemon Card Japanese
Opens in a new window or tab","$8,999.00",8999.0,USD,8999.0,PSA,10,[],,False,https://www.ebay.com/itm/157595615813,https://i.ebayimg.com/images/g/R4UAAeSwGvhpW5zY/s-l500.webp,"Jan 9, 2026",2026-01-09,1.0,"['10', 'munch', 'pikachu', 'psa']",[]
"PSA10 Pokemon Pikachu 2018 Japanese Munch Scream Promo Card 288/SM-P GEMMT
Opens in a new window or tab","$7,800.00",7800.0,USD,7800.0,PSA,10,[],,False,https://www.ebay.com/itm/317745603033,https://i.ebayimg.com/images/g/uP8AAeSwjKFpYCFG/s-l500.webp,"Jan 8, 2026",2026-01-08,1.0,"['10', 'munch', 'pikachu', 'psa']",[]
"2018 POKEMON JPN SM PROMO MUNCH: A RETROSPECTIVE #288 PIKACHU PSA 10
Opens in a new window or tab","$9,999.99",9999.99,USD,9999.99,PSA,10,[],,False,https://www.ebay.com/itm/116957566553,https://i.ebayimg.com/images/g/jYEAAeSwJMBpVVLR/s-l500.webp,"Jan 8, 2026",2026-01-08,1.0,"['10', 'munch', 'pikachu', 'psa']",[]
"2018 POKEMON JAPANESE PROMO PIKACHU MUNCH A RETROSPECTIVE 288/SM-P PSA 10
Opens in a new window or tab","$9,210.53",9210.53,USD,9210.53,PSA,10,[],,False,https://www.ebay.com/itm/205964864148,https://i.ebayimg.com/images/g/~ZIAAeSw8hBpRYrE/s-l500.webp,"Jan 8, 2026",2026-01-08,1.0,"['10', 'munch', 'pikachu', 'psa']",[]
"PSA 10 Pikachu 288/sm-p Munch: A Retrospective Sm Promo Pokemon Japanese
Opens in a new window or tab","$9,499.95",9499.95,USD,9499.95,PSA,10,[],,False,https://www.ebay.com/itm/277633001551,https://i.ebayimg.com/images/g/SxEAAeSwu3NpXWxA/s-l500.webp,"Jan 6, 2026",2026-01-06,1.0,"['10', 'munch', 'pikachu', 'psa']",[]
"2018 POKEMON JPN SM PROMO MUNCH: A RETROSPECTIVE #288 PIKACHU PSA 10
Opens in a new window or tab","$8,299.00",8299.0,USD,8299.0,PSA,10,[],,False,https://www.ebay.com/itm/297859065911,https://i.ebayimg.com/images/g/rscAAeSwKcVpRYET/s-l500.webp,"Dec 28, 2025",2025-12-28,1.0,"['10', 'munch', 'pikachu', 'psa']",[]
"2018 POKEMON JAPANESE PROMO PIKACHU MUNCH A RETROSPECTIVE 288/SM-P PSA 10
Opens in a new window or tab","$8,114.04",8114.04,USD,8114.04,PSA,10,[],,False,https://www.ebay.com/itm/205932743382,https://i.ebayimg.com/images/g/~ZIAAeSw8hBpRYrE/s-l500.webp,"Dec 26, 2025",2025-12-26,1.0,"['10', 'munch', 'pikachu', 'psa']",[]
"Full-Art Pikachu Pokemon 2018 Munch Retrospective Promo Japanese 288/SM-P PSA 10
Opens in a new window or tab","$8,000.00",8000.0,USD,8000.0,PSA,10,[],,False,https://www.ebay.com/itm/366082820557,https://i.ebayimg.com/images/g/KfUAAeSwm0FpTtJ3/s-l500.webp,"Dec 26, 2025",2025-12-26,1.0,"['10', 'munch', 'pikachu', 'psa']",[]
"PSA 10 Pikachu 2018 Munch Scream Promo Card 288/SM-P Pokemon Japanese #4
Opens in a new window or tab","$20,799.95",20799.95,USD,20799.95,PSA,10,[],,False,https://www.ebay.com/itm/357935064838,https://i.ebayimg.com/images/g/AxAAAeSwMqJpIYOz/s-l500.webp,"Dec 23, 2025",2025-12-23,1.0,"['10', 'munch', 'pikachu', 'psa']",[]
"2018 POKEMON JAPANESE SM PROMO MUNCH: A RETROSPECTIVE #288 PIKACHU PSA 10
Opens in a new window or tab","$8,300.00",8300.0,USD,8300.0,PSA,10,[],,False,https://www.ebay.com/itm/297826098579,https://i.ebayimg.com/images/g/cGkAAeSwX0dpNfi2/s-l500.webp,"Dec 15, 2025",2025-12-15,1.0,"['10', 'munch', 'pikachu', 'psa']",[]
"Pikachu Munch 288/SM-P PSA 10 GEM MINT
Opens in a new window or tab","$7,547.29",7547.29,USD,7547.29,PSA,10,[],,False,https://www.ebay.com/itm/336343882326,https://i.ebayimg.com/images/g/wkkAAeSwD-5obwe~/s-l500.webp,"Dec 14, 2025",2025-12-14,1.0,"['10', 'munch', 'pikachu', 'psa']",[]
"Pokemon Pikachu Scream Munch Retrospective JPN Full Art Promo 288/SM-P PSA 10
Opens in a new window or tab","$8,199.99",8199.99,USD,8199.99,PSA,10,[],,False,https://www.ebay.com/itm/287007053565,https://i.ebayimg.com/images/g/zCQAAeSwQhFpPIJb/s-l500.webp,"Dec 14, 2025",2025-12-14,1.0,"['10', 'munch', 'pikachu', 'psa']",[]
"2018 POKEMON JPN SM PROMO MUNCH: A RETROSPECTIVE #288 PIKACHU PSA 10
Opens in a new window or tab","$7,710.00",7710.0,USD,7710.0,PSA,10,[],,False,https://www.ebay.com/itm/297793179008,https://i.ebayimg.com/images/g/P-8AAeSwbNFpJxdi/s-l500.webp,"Dec 8, 2025",2025-12-08,1.0,"['10', 'munch', 'pikachu', 'psa']",[]
"Pokemon Pikachu Scream Munch Retrospective JPN Full Art Promo 288/SM-P PSA 10
Opens in a new window or tab","$6,911.00",6911.0,USD,6911.0,PSA,10,[],,False,https://www.ebay.com/itm/286976086846,https://i.ebayimg.com/images/g/XmsAAeSwEE5pKcrz/s-l500.webp,"Dec 7, 2025",2025-12-07,1.0,"['10', 'munch', 'pikachu', 'psa']",[]
