title,price_str,price,grader,grade,keywords,card_number,sponsored,link,image_url
"Pokemon Charizard Celebrations Classic Coll. Base Set Holo Rare #4 PSA 10
Opens in a new window or tab",$335.00,335.0,PSA,10,['Holo Rare'],,False,https://www.ebay.com/itm/287167120891,https://i.ebayimg.com/images/g/xMIAAeSwA1RpoNf8/s-l500.webp
"POKEMON CHARIZARD HOLO BASE SET CELEBRATIONS 4/102 ITA PSA 10 GEM MINT
Opens in a new window or tab","$1,168.79",1168.79,PSA,10,[],4/102,False,https://www.ebay.com/itm/286692627774,https://i.ebayimg.com/images/g/vOAAAeSwTUtoauGv/s-l500.webp
"1999 Pokemon Base Set Booster Pack Charizard Sealed Pack PSA 10 Gem Mint Thick
Opens in a new window or tab","$2,681.40",2681.4,PSA,10,[],,False,https://www.ebay.com/itm/358251364341,https://i.ebayimg.com/images/g/7R0AAeSwIz9pnLP9/s-l500.webp
"PSA 10 Charizard 004/102 Base Set (Shadowless) Holo
Opens in a new window or tab","$40,000.00",40000.0,PSA,10,['Shadowless'],004/102,False,https://www.ebay.com/itm/177907539709,https://i.ebayimg.com/images/g/bPUAAeSwoFhpo6vj/s-l500.webp
"PSA 10 Charizard Celebrations Classic Collection Holo Base Set Pokémon 4/102
Opens in a new window or tab",$999.97,999.97,PSA,10,[],4/102,False,https://www.ebay.com/itm/196018150167,https://i.ebayimg.com/images/g/7RoAAeSwVE9pn2qv/s-l500.webp
"2021 Pokemon Celebrations Charizard Classic Coll- Base Set #4 PSA 10
Opens in a new window or tab",$999.99,999.99,PSA,10,[],,False,https://www.ebay.com/itm/356724147038,https://i.ebayimg.com/images/g/CHUAAeSws5Nn6guH/s-l500.webp
"PSA 10 Charizard 103/128 Holo e Series Expedition Base Set Pokemon Card Japanese
Opens in a new window or tab","$7,550.00",7550.0,PSA,10,[],103/128,False,https://www.ebay.com/itm/137043757002,https://i.ebayimg.com/images/g/CFsAAeSwCOppk577/s-l500.webp
"1998 POKEMON JAPANESE CHARIZARD-HOLO #6 CD PROMO PSA 10
Opens in a new window or tab","$1,575.00",1575.0,PSA,10,[],,False,https://www.ebay.com/itm/188110689768,https://i.ebayimg.com/images/g/ONEAAeSwKbpppM4p/s-l500.webp
"2021 Pokemon Celebrations Classic Collection #4 Charizard Holo PSA 10
Opens in a new window or tab",$549.99,549.99,PSA,10,[],,False,https://www.ebay.com/itm/177898691891,https://i.ebayimg.com/images/g/3NQAAeSwjoZpoHXi/s-l500.webp
"Pokémon TCG 1999 Base Set 1st Edition English PSA 10 Gradeworthy Card Set Rare
Opens in a new window or tab",$950.00,950.0,PSA,10,['1st Edition'],,False,https://www.ebay.com/itm/127694384285,https://i.ebayimg.com/images/g/wvgAAeSwwoppl7hM/s-l500.webp
"PSA 10 Rapidash 105/128 Holo Expedition 1st ED Japanese Pokemon Card 2001
Opens in a new window or tab",$948.00,948.0,PSA,10,[],105/128,False,https://www.ebay.com/itm/198147272934,https://i.ebayimg.com/images/g/ydoAAeSwWZ5ppLQ1/s-l500.webp
"Pokémon Holo Bleed 🩸 PSA 10 Charizard Celebrations Classic Collection Rare #4
Opens in a new window or tab",$799.00,799.0,PSA,10,[],,False,https://www.ebay.com/itm/389617464872,https://i.ebayimg.com/images/g/9V4AAeSwVYVpj1vk/s-l500.webp
"2021 Pokemon Celebrations Classic Coll Base Set #4 Charizard Holo PSA 10
Opens in a new window or tab",$779.52,779.52,PSA,10,[],,False,https://www.ebay.com/itm/157676398582,https://i.ebayimg.com/images/g/ph0AAeSwR2dpjSNH/s-l500.webp
"Pokemon Base Set Squirtle SHADOWLESS #63/102 Graded PSA 10 GEM MINT 1999 Game
Opens in a new window or tab",$999.99,999.99,PSA,10,['Shadowless'],63/102,False,https://www.ebay.com/itm/313290990487,https://i.ebayimg.com/images/g/sqQAAOSwwCNfptcy/s-l500.webp
"2021 Pokémon Celebrations Charizard Holo Classic Coll Base Set #4 PSA 10 GEM MT
Opens in a new window or tab",$650.00,650.0,PSA,10,[],,False,https://www.ebay.com/itm/376977174797,https://i.ebayimg.com/images/g/kBUAAeSwVZJplmCz/s-l500.webp
"2021 Pokemon Celebrations Base Set Classic Collection Charizard 4/102 PSA 10
Opens in a new window or tab",$658.09,658.09,PSA,10,[],4/102,False,https://www.ebay.com/itm/366223317960,https://i.ebayimg.com/images/g/4noAAeSwI1ZpnO7Z/s-l500.webp
"2021 Pokemon Celebrations Classic Collection #4 Charizard PSA 10
Opens in a new window or tab",$549.99,549.99,PSA,10,[],,False,https://www.ebay.com/itm/188098268553,https://i.ebayimg.com/images/g/mSUAAeSwIj9poHXi/s-l500.webp
"2001 POKEMON JPN EXPEDITION 1ST ED #071 CHARIZARD PSA 10
Opens in a new window or tab","$1,799.00",1799.0,PSA,10,[],,False,https://www.ebay.com/itm/298069524981,https://i.ebayimg.com/images/g/EzgAAeSwvlJpoKfJ/s-l500.webp
"2021 Pokémon Celebrations Charizard-Holo Classic Collection- Base Set PSA 10
Opens in a new window or tab",$750.00,750.0,PSA,10,[],,False,https://www.ebay.com/itm/127659257296,https://i.ebayimg.com/images/g/beQAAeSwOXJpHSXZ/s-l500.webp
"Charizard Holo 1996 PSA 10 Mint Japanese Base Set Pokemon Card #6
Opens in a new window or tab","$40,908.00",40908.0,PSA,10,[],,False,https://www.ebay.com/itm/317853100266,https://i.ebayimg.com/images/g/AsAAAeSw5M9ph79N/s-l500.webp
"*POP 14* PSA 10 M Charizard EX Korean Pokemon XY Wild Blaze Flashfire Holo
Opens in a new window or tab",$799.99,799.99,PSA,10,[],,False,https://www.ebay.com/itm/317485420785,https://i.ebayimg.com/images/g/-BcAAeSwUlNpBFJu/s-l500.webp
"2021 POKEMON CELEBRATIONS # 4 CHARIZARD - HOLO PSA 10 GEM MT # 64613019 CLASSIC
Opens in a new window or tab",$899.99,899.99,PSA,10,[],,False,https://www.ebay.com/itm/358195549797,https://i.ebayimg.com/images/g/CrYAAeSwgdNphk1X/s-l500.webp
"1378 2025 Pokemon MEP EN-ME Black Star Promo 023 Mega Charizard X ex PSA 10 UPC
Opens in a new window or tab",$349.99,349.99,PSA,10,[],,False,https://www.ebay.com/itm/157720231929,https://i.ebayimg.com/images/g/MeEAAeSwmzZppbE~/s-l500.webp
"2021 Pokemon Celebrations Classic Coll Base Set #4 Charizard Holo PSA 10
Opens in a new window or tab",$495.00,495.0,PSA,10,[],,False,https://www.ebay.com/itm/389665880646,https://i.ebayimg.com/images/g/zJsAAeSw1DhpnlL2/s-l500.webp
"139932062 - 2025 Pokemon Phantasmal Flames PFL 013 Mega Charizard X ex PSA 10
Opens in a new window or tab",$199.99,199.99,PSA,10,[],,False,https://www.ebay.com/itm/157720218801,https://i.ebayimg.com/images/g/bDkAAeSwShFppa-m/s-l500.webp
"PSA 10 Gardevoir & Sylveon GX Tag Team Set~ Alt Art 205/214 & 130/214 SEQUENTIAL
Opens in a new window or tab","$1,999.99",1999.99,PSA,10,[],205/214,False,https://www.ebay.com/itm/317460152192,https://i.ebayimg.com/images/g/vZoAAeSwEGlo-HDq/s-l500.webp
"2021 Pokemon Celebrations Classic Collection #4 Charizard Holo PSA 10
Opens in a new window or tab",$549.99,549.99,PSA,10,[],,False,https://www.ebay.com/itm/188098268644,https://i.ebayimg.com/images/g/emMAAeSwqcxpoHYa/s-l500.webp
"PSA 10 Gem 1999 Pokemon Base Set Staryu 1999-2000 UK Printing 4th Print 65
Opens in a new window or tab",$69.99,69.99,PSA,10,[],,False,https://www.ebay.com/itm/225629251462,https://i.ebayimg.com/images/g/SrYAAOSwHTxkkc~Z/s-l500.webp
"Pokemon Celebrations Charizard 4/102 Holo Base Set Classic Collection PSA 10
Opens in a new window or tab",$700.00,700.0,PSA,10,[],4/102,False,https://www.ebay.com/itm/406689503452,https://i.ebayimg.com/images/g/xIMAAeSwCOppi-fw/s-l500.webp
"Charizard 143/S-P PSA 10 GEM MINT Pokemon Card Japanese Illustration Promo
Opens in a new window or tab",$63.50,63.5,PSA,10,[],,False,https://www.ebay.com/itm/236625215165,https://i.ebayimg.com/images/g/cpMAAeSw2E9piQsw/s-l500.webp
"Pokemon Charizard expedition #39 PSA10 Gem Mint
Opens in a new window or tab",$904.97,904.97,PSA,10,[],,False,https://www.ebay.com/itm/265337784055,https://i.ebayimg.com/images/g/1bIAAOSw-t9hVgto/s-l500.webp
"✨ PSA 10 GEM MINT 2016 Pokémon XY Evolutions 101 Full Art M Charizard EX
Opens in a new window or tab",$799.98,799.98,PSA,10,[],,False,https://www.ebay.com/itm/236391789559,https://i.ebayimg.com/images/g/6CYAAeSwPPJo7aAM/s-l500.webp
"Charizard #06 Pokemon Trading Card Game Mini KFC 1998 Nintendo WOTC PSA 10
Opens in a new window or tab",$799.99,799.99,PSA,10,[],,False,https://www.ebay.com/itm/156273556281,https://i.ebayimg.com/images/g/EGMAAeSwcu9pHmxZ/s-l500.webp
"2001 Pokemon Japanese Expedition 1st Edition #116 Alakazam Holo PSA 10 NEW CERT!
Opens in a new window or tab","$3,999.97",3999.97,PSA,10,['1st Edition'],,False,https://www.ebay.com/itm/157720467240,https://i.ebayimg.com/images/g/GMUAAeSwDGBppdCU/s-l500.webp
"Pokemon Venusaur holo classic collection jap PSA 10 #3 (no base set charizard)
Opens in a new window or tab",$128.57,128.57,PSA,10,[],,False,https://www.ebay.com/itm/157262328846,https://i.ebayimg.com/images/g/i30AAeSwTFZoqC1w/s-l500.webp
"PSA 10 - Pokemon JAPANESE - CHARIZARD - #001/016 - G-HOLO HALF DK 1ST EDITION
Opens in a new window or tab",$922.05,922.05,PSA,10,['1st Edition'],001/016,False,https://www.ebay.com/itm/317371017222,https://i.ebayimg.com/images/g/IB8AAeSwxT1o4Vdl/s-l500.webp
"2021 Pokemon Celebrations Charizard-Holo Classic Coll. #4 GEM MT PSA 10 Base Set
Opens in a new window or tab",$690.07,690.07,PSA,10,[],,False,https://www.ebay.com/itm/168145647282,https://i.ebayimg.com/images/g/UwQAAeSwEpVpf~Lv/s-l500.webp
"Charizard () Holo Pokémon Celebrations Classic Collection PSA 10 GEM MT
Opens in a new window or tab",$105.50,105.5,PSA,10,[],,False,https://www.ebay.com/itm/236659194134,https://i.ebayimg.com/images/g/UtgAAeSw8Wppohny/s-l500.webp
"Pokemon Celebrations Charizard 4/102 Holo Base Set Classic Collection PSA 10
Opens in a new window or tab",$849.95,849.95,PSA,10,[],4/102,False,https://www.ebay.com/itm/397539402262,https://i.ebayimg.com/images/g/BPUAAOSwR0toVaob/s-l500.webp
"*POP 1* PSA 10 Gastly 045/150 Pokemon Chinese-Exclusive Reverse Holo Pattern
Opens in a new window or tab",$99.99,99.99,PSA,10,[],045/150,False,https://www.ebay.com/itm/317910181461,https://i.ebayimg.com/images/g/aA0AAeSwARVpmqXm/s-l500.webp
"7386 2020 Pokemon Sword & Shield 74 Charizard VMAX Champion's Path Secret PSA 10
Opens in a new window or tab",$374.99,374.99,PSA,10,[],,False,https://www.ebay.com/itm/157720192279,https://i.ebayimg.com/images/g/CwMAAeSwd6Rppauj/s-l500.webp
"PSA 10 Master Ball Set ~ Umbreon & Espeon Chinese Gem Pack Pokemon *SEQUENTIAL
Opens in a new window or tab",$139.99,139.99,PSA,10,[],,False,https://www.ebay.com/itm/317788898056,https://i.ebayimg.com/images/g/ZZUAAeSwk35pcboi/s-l500.webp
"PSA 10 Charizard Celebrations Classic 4/102 Holo Base Set Pokemon Card 2021
Opens in a new window or tab",$599.99,599.99,PSA,10,[],4/102,False,https://www.ebay.com/itm/167250961303,https://i.ebayimg.com/images/g/iRkAAeSwemNpfXb-/s-l500.webp
"Pokemon Card - CHARIZARD - Celebrations 25th Base Set - ENG - PSA 10 GEM MINT
Opens in a new window or tab",$701.28,701.28,PSA,10,[],,False,https://www.ebay.com/itm/365897111519,https://i.ebayimg.com/images/g/MOIAAeSwk0Zo3i~b/s-l500.webp
"1999 POKEMON GAME 69 WEEDLE BASE SET 1999-2000 PSA 10 Gem MINT
Opens in a new window or tab",$269.99,269.99,PSA,10,[],,False,https://www.ebay.com/itm/127706871803,https://i.ebayimg.com/images/g/QI8AAeSwXH1poJtD/s-l500.webp
"PSA 10 Gem Mint - Copycat 138/165 Expedition Pokemon Card
Opens in a new window or tab",$200.00,200.0,PSA,10,[],138/165,False,https://www.ebay.com/itm/127710904036,https://i.ebayimg.com/images/g/sJIAAeSwxQFpo37T/s-l500.webp
"Charizard Holo Base Set PSA 10 4/102 Pokemon Celebrations Classic Collection
Opens in a new window or tab",$764.11,764.11,PSA,10,[],4/102,False,https://www.ebay.com/itm/198120503047,https://i.ebayimg.com/images/g/5DIAAeSwCxBplnZB/s-l500.webp
"Hunter X McDonald’s Taiwan-Only Collaboration Card SSR Hisoka PSA 10 RARE! POP 4
Opens in a new window or tab",$599.99,599.99,PSA,10,[],,False,https://www.ebay.com/itm/397170375137,https://i.ebayimg.com/images/g/PEwAAeSwRFRo88-D/s-l500.webp
"Charizard Holo Base Set PSA 10 4/102 2021 Celebrations Classic Collection
Opens in a new window or tab",$744.00,744.0,PSA,10,[],4/102,False,https://www.ebay.com/itm/198120499357,https://i.ebayimg.com/images/g/3d0AAeSwXWZplnXZ/s-l500.webp
"Pokemon Card Charizard 1996 Japanese Base Set PSA 10 Holo #6 Vintage From Japan
Opens in a new window or tab","$69,000.00",69000.0,PSA,10,[],,False,https://www.ebay.com/itm/317911443721,https://i.ebayimg.com/images/g/c1EAAeSwuGtpmxNO/s-l500.webp
"Charmeleon - PSA 10 Unlimited Base Set - Gem Mint
Opens in a new window or tab",$299.99,299.99,PSA,10,[],,False,https://www.ebay.com/itm/293796418289,https://i.ebayimg.com/images/g/t58AAOSwGypfklTX/s-l500.webp
"PSA 10 GEM MINT Rocket's Trap Holo Japanese Pokemon Gym Heroes Team Rocket
Opens in a new window or tab",$259.99,259.99,PSA,10,[],,False,https://www.ebay.com/itm/317838852476,https://i.ebayimg.com/images/g/xbsAAeSwHVZpgtvN/s-l500.webp
"PSA 10 Lapras GX Full Art 139/149 Ultra Rare Pokemon Sun & Moon Base Set
Opens in a new window or tab",$134.99,134.99,PSA,10,[],139/149,False,https://www.ebay.com/itm/317858348601,https://i.ebayimg.com/images/g/dlkAAeSwnedpiXXc/s-l500.webp
"Charmander - PSA 10 Unlimited Base Set - Gem Mint
Opens in a new window or tab",$319.99,319.99,PSA,10,[],,False,https://www.ebay.com/itm/294028446360,https://i.ebayimg.com/images/g/5B8AAOSw8b1gNImk/s-l500.webp
"Pokemon TCG Charizard 011/078 Pokemon GO Radiant Rare PSA 10
Opens in a new window or tab",$99.00,99.0,PSA,10,[],011/078,False,https://www.ebay.com/itm/187726964311,https://i.ebayimg.com/images/g/gGwAAeSwAWNpEWEV/s-l500.webp
"2002 Pokemon Expedition Charizard 39/165 PSA 10 Gem Mint
Opens in a new window or tab","$1,103.99",1103.99,PSA,10,[],39/165,False,https://www.ebay.com/itm/167154086871,https://i.ebayimg.com/images/g/lc8AAOSwh3xhCfTY/s-l500.webp
"Pokemon Brilliant Stars PSA 10 Charizard VSTAR 018/172🔥 celebrations etb ultra
Opens in a new window or tab",$134.44,134.44,PSA,10,[],018/172,False,https://www.ebay.com/itm/185781565909,https://i.ebayimg.com/images/g/1GgAAOSwzQhj8A~N/s-l500.webp
"2023 Japanese Pokemon 151 Card File Set Charmander - PSA 10
Opens in a new window or tab",$73.74,73.74,PSA,10,[],,False,https://www.ebay.com/itm/406732850833,https://i.ebayimg.com/images/g/gaIAAeSwc-tppeLr/s-l500.webp
"PSA 10 Charizard EX Battle Boost 1st Edition BW 011 EBB Pokemon Card Japan A137
Opens in a new window or tab",$720.55,720.55,PSA,10,['1st Edition'],,False,https://www.ebay.com/itm/365364649302,https://i.ebayimg.com/images/g/54gAAeSwhApnrXzM/s-l500.webp
"2021 Pokemon Celebrations Classic Base Set #4 Charizard Holo PSA 10 GEM MINT
Opens in a new window or tab",$624.99,624.99,PSA,10,[],,False,https://www.ebay.com/itm/188057396540,https://i.ebayimg.com/images/g/7cIAAeSwT6hpj-aV/s-l500.webp
"🔥 Charizard Holo PSA 10 1996 Pokemon Japanese Nintendo RARE CHAOS WALL ART 🔥
Opens in a new window or tab",$42.99,42.99,PSA,10,[],,False,https://www.ebay.com/itm/305689293062,https://i.ebayimg.com/images/g/RAIAAOSwq8Fmo3u2/s-l500.webp
"1999 PSA 10 POKEMON BASE SET 1999-2000 LIMITED PRINT LOW POP NIDORINO 💎
Opens in a new window or tab",$950.00,950.0,PSA,10,[],,False,https://www.ebay.com/itm/226983302828,https://i.ebayimg.com/images/g/WUYAAeSwgmRodR~2/s-l500.webp
"2022 POKEMON JAPANESE SWORD & SHIELD VSTAR UNIVERSE #013 CHARIZARD V PSA 10
Opens in a new window or tab",$47.90,47.9,PSA,10,[],,False,https://www.ebay.com/itm/306777585158,https://i.ebayimg.com/images/g/JxcAAeSwy6hpldy-/s-l500.webp
"2002 POKEMON EXPEDITION #39 CHARIZARD PSA 10
Opens in a new window or tab","$6,000.00",6000.0,PSA,10,[],,False,https://www.ebay.com/itm/117041627474,https://i.ebayimg.com/images/g/sGUAAeSw3~Fpk~Zb/s-l500.webp
"Pokemon TCG Mega Evolutions Base Set #146 Marshadow Illustration Rare PSA 10
Opens in a new window or tab",$90.00,90.0,PSA,10,[],,False,https://www.ebay.com/itm/147171419569,https://i.ebayimg.com/images/g/S00AAeSwXLxpnnjk/s-l500.webp
"Pokemon Dragonair PSA 10 18/102 Base Set Rare First Edition No Charizard Gold 1
Opens in a new window or tab","$1,139.58",1139.58,PSA,10,[],18/102,False,https://www.ebay.com/itm/267514032682,https://i.ebayimg.com/images/g/HWUAAeSwHmJpQZpI/s-l500.webp
"【PSA10】Pokemon Card Japanese Charizard CHR 187/184 S8b Vmax Climax Full Art.
Opens in a new window or tab",$95.00,95.0,PSA,10,[],187/184,False,https://www.ebay.com/itm/389592732017,https://i.ebayimg.com/images/g/v3sAAeSwGdlppHxh/s-l500.webp
"PSA 10 - Snorlax VMAX 142/202 SWSH Sword & Shield Base Set - Pokemon
Opens in a new window or tab",$258.89,258.89,PSA,10,[],142/202,False,https://www.ebay.com/itm/177676433523,https://i.ebayimg.com/images/g/0kgAAeSwS31pP~fg/s-l500.webp
"2021 Pokemon Celebrations 25th Ann Classic Base Set 2/102 BLASTOISE HOLO PSA 10
Opens in a new window or tab",$150.00,150.0,PSA,10,[],2/102,False,https://www.ebay.com/itm/157430168897,https://i.ebayimg.com/images/g/mLwAAeSwVE9pBDqf/s-l500.webp
"2021 Pokemon Celebrations Classic Coll Base Set #15 Venusaur Holo PSA 10
Opens in a new window or tab",$166.63,166.63,PSA,10,[],,False,https://www.ebay.com/itm/197827387242,https://i.ebayimg.com/images/g/6EoAAeSwsh9pn2jr/s-l500.webp
"Pokémon Charizard Celebrations CC. Base Set Holo Bleed Rare #4 PSA 10 💎
Opens in a new window or tab",$750.00,750.0,PSA,10,[],,False,https://www.ebay.com/itm/376853542517,https://i.ebayimg.com/images/g/zTUAAeSw-k1pYn~Y/s-l500.webp
"CHARIZARD VMAX PSA 10 CHINESE BATTLE SET GIFT BOX 79 FULL ART 2023 POKEMON...
Opens in a new window or tab",$164.81,164.81,PSA,10,[],,False,https://www.ebay.com/itm/336393933989,https://i.ebayimg.com/images/g/T9QAAeSwVuppOc2b/s-l500.webp
"1999 Pokemon FRENCH 1st Edition Base Set COMPLETE PSA 10 SET 102/102 Charizard
Opens in a new window or tab","$1,051,920.00",1051920.0,PSA,10,['1st Edition'],102/102,False,https://www.ebay.com/itm/115932157057,https://i.ebayimg.com/images/g/GnoAAOSwKKZlHAnb/s-l500.webp
"1999 Pokemon Base 1st Edition Charizard Holo Rare Shadowless 4/102 PSA 10
Opens in a new window or tab","$995,000.00",995000.0,PSA,10,"['1st Edition', 'Shadowless', 'Holo Rare']",4/102,False,https://www.ebay.com/itm/286719688117,https://i.ebayimg.com/images/g/1l0AAeSwaFBofQna/s-l500.webp
"Charizard Base Set 1st Edition Square psa 10 No Blastoise, Venusaur, Pikachu
Opens in a new window or tab",$700.11,700.11,PSA,10,['1st Edition'],,False,https://www.ebay.com/itm/227100778223,https://i.ebayimg.com/images/g/Ir0AAeSwWORpI1bq/s-l500.webp
"PSA 10 Kingdra ex Pokemon SIR Collection #131 Black Star Promo *SEQUENTIAL Set
Opens in a new window or tab",$599.99,599.99,PSA,10,[],,False,https://www.ebay.com/itm/317508185879,https://i.ebayimg.com/images/g/OWkAAeSwbGRpDA8N/s-l500.webp
"2022 POKEMON JAPANESE SWORD & SHIELD VSTAR UNIVERSE #013 CHARIZARD V PSA 10
Opens in a new window or tab",$45.00,45.0,PSA,10,[],,False,https://www.ebay.com/itm/117060798542,https://i.ebayimg.com/images/g/HzAAAeSwY3Zpofuz/s-l500.webp
"PSA 10 GEM MINT Gardevoir EX Full Art 111/114 Pokemon XY Steam Siege *Beautiful
Opens in a new window or tab",$299.99,299.99,PSA,10,[],111/114,False,https://www.ebay.com/itm/317227615370,https://i.ebayimg.com/images/g/AfMAAeSwiXJotBJl/s-l500.webp
"PSA 10 2000 1ST EDITION CHARMANDER ITALIAN 46/102 POKEMON
Opens in a new window or tab",$990.00,990.0,PSA,10,['1st Edition'],46/102,False,https://www.ebay.com/itm/306710661091,https://i.ebayimg.com/images/g/XrMAAeSw4~VojXYY/s-l500.webp
"PSA 10 GEM MINT Reshiram 113/114 Full Art Pokemon SWSH Celebrations
Opens in a new window or tab",$129.99,129.99,PSA,10,[],113/114,False,https://www.ebay.com/itm/317866880268,https://i.ebayimg.com/images/g/x0AAAeSwoN5pjEYS/s-l500.webp
"PSA 10 Gardevoir GX 061/051 Rainbow Korean Pokemon SM Burning Shadows **POP 1**
Opens in a new window or tab",$399.99,399.99,PSA,10,[],061/051,False,https://www.ebay.com/itm/316251155928,https://i.ebayimg.com/images/g/N5IAAOSwwtVnrC9i/s-l500.webp
"PSA 10 GEM MINT Wailord 162/159 Illustration Rare Holo Pokemon Journey Together
Opens in a new window or tab",$129.99,129.99,PSA,10,[],162/159,False,https://www.ebay.com/itm/317870619259,https://i.ebayimg.com/images/g/9OIAAeSwDGVpjX7X/s-l500.webp
"🔥1st Edition Charizard PSA 10 Gem Mint Autograph By Mitsuhiro Arita & Sketch🔥
Opens in a new window or tab","$200,000.00",200000.0,PSA,10,['1st Edition'],,False,https://www.ebay.com/itm/365840237664,https://i.ebayimg.com/images/g/A2EAAeSw7Flot0I0/s-l500.webp
"PSA 10 SEQUENTIAL Gengar EX ~ 34/119 Pokemon Phantom Forces Ultra Rare Set of 3
Opens in a new window or tab","$1,399.99",1399.99,PSA,10,[],34/119,False,https://www.ebay.com/itm/317522721363,https://i.ebayimg.com/images/g/ie0AAeSwsttpBo7M/s-l500.webp
"PSA 10 GEM MINT Gyarados GX SM212 Pokemon Black Star Promo *LIGHT INK ERROR
Opens in a new window or tab",$149.99,149.99,PSA,10,[],,False,https://www.ebay.com/itm/317902299337,https://i.ebayimg.com/images/g/tJcAAeSwnhJpmBFQ/s-l500.webp
"PSA 10 Genesect EX Full Art 083/078 SR Japanese Pokemon Fates Collide *LOW POP
Opens in a new window or tab",$239.99,239.99,PSA,10,[],083/078,False,https://www.ebay.com/itm/317518902611,https://i.ebayimg.com/images/g/XjIAAeSwmHNpD~BP/s-l500.webp
"💎Pokemon Charizard Celebrations Classic Coll. Base Set Holo Rare #4 PSA 10🔥💎
Opens in a new window or tab",$695.00,695.0,PSA,10,['Holo Rare'],,False,https://www.ebay.com/itm/336453681470,https://i.ebayimg.com/images/g/cawAAeSwpcppoI5D/s-l500.webp
"PSA 10 Charizard Celebrations Classic 4/102 Holo Base Set Pokemon Card 2021
Opens in a new window or tab",$799.00,799.0,PSA,10,[],4/102,False,https://www.ebay.com/itm/406519590312,https://i.ebayimg.com/images/g/l3oAAeSw8oFpTWzD/s-l500.webp
"🔥Pokémon PSA 10🔥 ⚡️SLABBIES⚡️ ✨Holographic Keychains✨ (Mini) 💎THE ORIGINAL💎
Opens in a new window or tab",$16.99,16.99,PSA,10,[],,False,https://www.ebay.com/itm/177081195509,https://i.ebayimg.com/images/g/nR8AAOSwqGloO1On/s-l500.webp
"PSA 10 GEM MINT Gengar 057/091 Reverse Holo Foil Pokemon Paldean Fates Low Pop
Opens in a new window or tab",$149.99,149.99,PSA,10,[],057/091,False,https://www.ebay.com/itm/317842745221,https://i.ebayimg.com/images/g/FPsAAeSwPo5pjQBx/s-l500.webp
"PSA 10 Umbreon Gold Star Pokemon SWSH Celebrations 17/17 Holo Rare Pop Series 5
Opens in a new window or tab",$450.00,450.0,PSA,10,['Holo Rare'],17/17,False,https://www.ebay.com/itm/227230926102,https://i.ebayimg.com/images/g/DuIAAeSwDFBpng5x/s-l500.webp
