title,price_str,price,price_currency,price_raw,grader,grade,keywords,card_number,sponsored,link,image_url,sold_date,sold_date_iso,similarity,matched,missing
"2021 Pokémon Celebrations Charizard Holo Classic Coll Base Set PSA 10
Opens in a new window or tab",$540.00,540.0,USD,540.0,PSA,10,[],,False,https://www.ebay.com/itm/168177252699,https://i.ebayimg.com/images/g/8XAAAeSwAWlpmlot/s-l500.webp,"Feb 24, 2026",2026-02-24,1.0,"['10', 'base', 'charizard', 'psa']",[]
"PSA 10 Charizard #4 2021 Celebrations Classic Coll Base Set Pokémon TCG
Opens in a new window or tab",$550.00,550.0,USD,550.0,PSA,10,[],,False,https://www.ebay.com/itm/206089630664,https://i.ebayimg.com/images/g/dY8AAeSw6~hpnNEy/s-l500.webp,"Feb 23, 2026",2026-02-23,1.0,"['10', 'base', 'charizard', 'psa']",[]
"2021 Pokemon Celebrations Classic Coll Base Set #4 Charizard Holo PSA 10
Opens in a new window or tab",$525.00,525.0,USD,525.0,PSA,10,[],,False,https://www.ebay.com/itm/376969516813,https://i.ebayimg.com/images/g/UZ4AAeSwzMJpk5SR/s-l500.webp,"Feb 23, 2026",2026-02-23,1.0,"['10', 'base', 'charizard', 'psa']",[]
"2021 Pokemon Celebrations Classic Coll Base Set #4 Charizard Holo PSA 10
Opens in a new window or tab",$535.00,535.0,USD,535.0,PSA,10,[],,False,https://www.ebay.com/itm/389632614244,https://i.ebayimg.com/images/g/0s8AAeSwXWhpk5St/s-l500.webp,"Feb 23, 2026",2026-02-23,1.0,"['10', 'base', 'charizard', 'psa']",[]
"2021 Pokemon Celebrations Classic Coll Base Set #4 Charizard Holo PSA 10
Opens in a new window or tab",$540.00,540.0,USD,540.0,PSA,10,[],,False,https://www.ebay.com/itm/257375254335,https://i.ebayimg.com/images/g/yBQAAeSwWpdpnKhV/s-l500.webp,"Feb 23, 2026",2026-02-23,1.0,"['10', 'base', 'charizard', 'psa']",[]
"2021 Pokemon Celebrations Classic Coll Base Set #4 Charizard Holo PSA 10
Opens in a new window or tab",$540.00,540.0,USD,540.0,PSA,10,[],,False,https://www.ebay.com/itm/257375253057,https://i.ebayimg.com/images/g/LsUAAeSwJPdpnKfl/s-l500.webp,"Feb 23, 2026",2026-02-23,1.0,"['10', 'base', 'charizard', 'psa']",[]
"Pokemon Charizard Celebrations Classic Coll. Base Set Holo Rare #4 PSA 10
Opens in a new window or tab",$480.00,480.0,USD,480.0,PSA,10,['Holo Rare'],,False,https://www.ebay.com/itm/287140597927,https://i.ebayimg.com/images/g/jHMAAeSwvQxpj5Mt/s-l500.webp,"Feb 22, 2026",2026-02-22,1.0,"['10', 'base', 'charizard', 'psa']",[]
"2021 Pokemon Celebrations Charizard-Holo Classic Coll. #4 GEM MT PSA 10 Base Set
Opens in a new window or tab",$504.00,504.0,USD,504.0,PSA,10,[],,False,https://www.ebay.com/itm/168155169546,https://i.ebayimg.com/images/g/B~EAAeSw2bppjhur/s-l500.webp,"Feb 22, 2026",2026-02-22,1.0,"['10', 'base', 'charizard', 'psa']",[]
"2021 Pokemon Celebrations Charizard-Holo Classic Coll. #4 GEM MT PSA 10 Base Set
Opens in a new window or tab",$510.00,510.0,USD,510.0,PSA,10,[],,False,https://www.ebay.com/itm/366196434377,https://i.ebayimg.com/images/g/BOwAAeSwjpxpjhs0/s-l500.webp,"Feb 22, 2026",2026-02-22,1.0,"['10', 'base', 'charizard', 'psa']",[]
"2021 Pokemon Celebrations Charizard-Holo #4 GEM MT PSA 10 Classic Coll-Base Set
Opens in a new window or tab",$493.88,493.88,USD,493.88,PSA,10,[],,False,https://www.ebay.com/itm/168153521563,https://i.ebayimg.com/images/g/xecAAeSwbmhpjSnq/s-l500.webp,"Feb 22, 2026",2026-02-22,1.0,"['10', 'base', 'charizard', 'psa']",[]
"2021 Pokemon Celebrations Charizard-Holo #4 GEM MT PSA 10 Classic Coll-Base Set
Opens in a new window or tab",$511.00,511.0,USD,511.0,PSA,10,[],,False,https://www.ebay.com/itm/188050876690,https://i.ebayimg.com/images/g/83YAAeSwTf1pjSni/s-l500.webp,"Feb 22, 2026",2026-02-22,1.0,"['10', 'base', 'charizard', 'psa']",[]
"2021 Pokemon Celebrations Charizard-Holo #4 GEM MT PSA 10 Classic Coll-Base Set
Opens in a new window or tab",$520.00,520.0,USD,520.0,PSA,10,[],,False,https://www.ebay.com/itm/168153521347,https://i.ebayimg.com/images/g/~5UAAeSwjpxpjSl1/s-l500.webp,"Feb 22, 2026",2026-02-22,1.0,"['10', 'base', 'charizard', 'psa']",[]
"2021 Pokemon Celebrations Charizard-Holo #4 GEM MT PSA 10 Classic Coll. Base Set
Opens in a new window or tab",$520.00,520.0,USD,520.0,PSA,10,[],,False,https://www.ebay.com/itm/168153521033,https://i.ebayimg.com/images/g/dyQAAeSwG6xpjSko/s-l500.webp,"Feb 22, 2026",2026-02-22,1.0,"['10', 'base', 'charizard', 'psa']",[]
"Pokemon Charizard Celebrations Classic Coll. Base Set Holo Rare #4 PSA 10
Opens in a new window or tab",$565.00,565.0,USD,565.0,PSA,10,['Holo Rare'],,False,https://www.ebay.com/itm/287136217533,https://i.ebayimg.com/images/g/7x8AAeSw5llpjMEG/s-l500.webp,"Feb 22, 2026",2026-02-22,1.0,"['10', 'base', 'charizard', 'psa']",[]
"Pokemon Charizard Celebrations Classic Coll. Base Set Holo Rare #4 PSA 10
Opens in a new window or tab",$560.00,560.0,USD,560.0,PSA,10,['Holo Rare'],,False,https://www.ebay.com/itm/287140574153,https://i.ebayimg.com/images/g/AP0AAeSw0SJpj5BH/s-l500.webp,"Feb 22, 2026",2026-02-22,1.0,"['10', 'base', 'charizard', 'psa']",[]
"PSA 10 Pokémon TCG Charizard Base Set 4/102 Unlimited Holo Rare Eric Stuart Auto
Opens in a new window or tab","$2,016.66",2016.66,USD,2016.66,PSA,10,['Holo Rare'],4/102,False,https://www.ebay.com/itm/336431582287,https://i.ebayimg.com/images/g/DDoAAeSw6HRpjWQa/s-l500.webp,"Feb 21, 2026",2026-02-21,1.0,"['10', 'base', 'charizard', 'psa']",[]
"1999 Pokémon Base Set Unlimited Charizard Sealed Pack PSA 10 GEM MINT Thick Font
Opens in a new window or tab","$1,849.99",1849.99,USD,1849.99,PSA,10,[],,False,https://www.ebay.com/itm/327005040702,https://i.ebayimg.com/images/g/2nkAAeSwKn9pk79c/s-l500.webp,"Feb 20, 2026",2026-02-20,1.0,"['10', 'base', 'charizard', 'psa']",[]
"1999 Pokemon 1st Edition Shadowless Charizard Base Set Holo Rare #4 PSA 10
Opens in a new window or tab","$989,058.84",989058.84,USD,989058.84,PSA,10,"['1st Edition', 'Shadowless', 'Holo Rare']",,False,https://www.ebay.com/itm/205594100927,https://i.ebayimg.com/images/g/MHkAAeSwcKNpqL85/s-l500.webp,"Feb 17, 2026",2026-02-17,1.0,"['10', 'base', 'charizard', 'psa']",[]
"1999 Pokémon Base Set Unlimited Charizard Sealed Pack PSA 10 GEM MINT Thick Font
Opens in a new window or tab","$2,499.99",2499.99,USD,2499.99,PSA,10,[],,False,https://www.ebay.com/itm/326970718511,https://i.ebayimg.com/images/g/ROwAAeSw0PVpdufs/s-l500.webp,"Feb 16, 2026",2026-02-16,1.0,"['10', 'base', 'charizard', 'psa']",[]
"PSA 10 GEM MINT Pokemon CHARIZARD 4/130 Holo Base Set 2 POP 67
Opens in a new window or tab","$19,999.99",19999.99,USD,19999.99,PSA,10,[],4/130,False,https://www.ebay.com/itm/296891530857,https://i.ebayimg.com/images/g/D9UAAOSwE~doQQ6k/s-l500.webp,"Feb 16, 2026",2026-02-16,1.0,"['10', 'base', 'charizard', 'psa']",[]
"Pokémon Charizard Base Set (Shadowless) 1st Edition Holo PSA 10 004/102
Opens in a new window or tab","$5,601.00",5601.0,USD,5601.0,PSA,10,"['1st Edition', 'Shadowless']",004/102,False,https://www.ebay.com/itm/358202836626,https://i.ebayimg.com/images/g/DFUAAeSw431pia--/s-l500.webp,"Feb 16, 2026",2026-02-16,1.0,"['10', 'base', 'charizard', 'psa']",[]
"Pokemon Charizard Celebrations Classic Coll. Base Set Holo Rare #4 PSA 10
Opens in a new window or tab",$510.00,510.0,USD,510.0,PSA,10,['Holo Rare'],,False,https://www.ebay.com/itm/287126681143,https://i.ebayimg.com/images/g/pzAAAeSw9Z5phoBf/s-l500.webp,"Feb 15, 2026",2026-02-15,1.0,"['10', 'base', 'charizard', 'psa']",[]
"Pokemon Charizard Celebrations Classic Coll. Base Set Holo Rare #4 PSA 10
Opens in a new window or tab",$556.00,556.0,USD,556.0,PSA,10,['Holo Rare'],,False,https://www.ebay.com/itm/287121840580,https://i.ebayimg.com/images/g/-k4AAeSwszlpg4UM/s-l500.webp,"Feb 15, 2026",2026-02-15,1.0,"['10', 'base', 'charizard', 'psa']",[]
"Pokemon Charizard Celebrations Classic Coll. Base Set Holo Rare #4 PSA 10
Opens in a new window or tab",$520.69,520.69,USD,520.69,PSA,10,['Holo Rare'],,False,https://www.ebay.com/itm/287126657756,https://i.ebayimg.com/images/g/QVkAAeSwVVVphn4k/s-l500.webp,"Feb 15, 2026",2026-02-15,1.0,"['10', 'base', 'charizard', 'psa']",[]
"Pokemon Charizard Celebrations Classic Coll. Base Set Holo Rare #4 PSA 10
Opens in a new window or tab",$555.00,555.0,USD,555.0,PSA,10,['Holo Rare'],,False,https://www.ebay.com/itm/287126681869,https://i.ebayimg.com/images/g/d~cAAeSw9zdphoCK/s-l500.webp,"Feb 15, 2026",2026-02-15,1.0,"['10', 'base', 'charizard', 'psa']",[]
"Pokemon Charizard Celebrations Classic Coll. Base Set Holo Rare #4 PSA 10
Opens in a new window or tab",$541.00,541.0,USD,541.0,PSA,10,['Holo Rare'],,False,https://www.ebay.com/itm/287126681132,https://i.ebayimg.com/images/g/cesAAeSwEfZphoEL/s-l500.webp,"Feb 15, 2026",2026-02-15,1.0,"['10', 'base', 'charizard', 'psa']",[]
"Pokemon Charizard Celebrations Classic Coll. Base Set Holo Rare #4 PSA 10
Opens in a new window or tab",$521.80,521.8,USD,521.8,PSA,10,['Holo Rare'],,False,https://www.ebay.com/itm/287130184251,https://i.ebayimg.com/images/g/Qu0AAeSw1lVpiMme/s-l500.webp,"Feb 15, 2026",2026-02-15,1.0,"['10', 'base', 'charizard', 'psa']",[]
"2016 Pokemon XY Evolutions PreRelease Charizard PSA 10 GEM MINT Base Set Art
Opens in a new window or tab","$9,999.99",9999.99,USD,9999.99,PSA,10,[],,False,https://www.ebay.com/itm/197772738016,https://i.ebayimg.com/images/g/0UYAAeSwR4Fo7nEu/s-l500.webp,"Feb 13, 2026",2026-02-13,1.0,"['10', 'base', 'charizard', 'psa']",[]
"2021 Pokemon Celebrations Charizard-Holo Classic Coll. #4 GEM MT PSA 10 Base Set
Opens in a new window or tab",$599.00,599.0,USD,599.0,PSA,10,[],,False,https://www.ebay.com/itm/127680999665,https://i.ebayimg.com/images/g/Uu8AAeSwr75pjgle/s-l500.webp,"Feb 12, 2026",2026-02-12,1.0,"['10', 'base', 'charizard', 'psa']",[]
"2021 Pokemon Celebrations Classic Coll Base Set #4 Charizard Holo PSA 10
Opens in a new window or tab",$535.00,535.0,USD,535.0,PSA,10,[],,False,https://www.ebay.com/itm/389581964541,https://i.ebayimg.com/images/g/lS0AAeSwAmhpbtkP/s-l500.webp,"Feb 12, 2026",2026-02-12,1.0,"['10', 'base', 'charizard', 'psa']",[]
"1996 POKEMON BASE SET JAPANESE #6 CHARIZARD-HOLO PSA 10
Opens in a new window or tab","$20,000.00",20000.0,USD,20000.0,PSA,10,[],,False,https://www.ebay.com/itm/117017520778,https://i.ebayimg.com/images/g/hRMAAeSwdGlpgmix/s-l500.webp,"Feb 12, 2026",2026-02-12,1.0,"['10', 'base', 'charizard', 'psa']",[]
"2021 Pokemon Celebrations Charizard-Holo Classic Coll. #4 GEM MT PSA 10 Base Set
Opens in a new window or tab",$599.99,599.99,USD,599.99,PSA,10,[],,False,https://www.ebay.com/itm/127676288126,https://i.ebayimg.com/images/g/BOkAAeSw6~hpis7N/s-l500.webp,"Feb 12, 2026",2026-02-12,1.0,"['10', 'base', 'charizard', 'psa']",[]
"2021 Pokemon Celebrations Charizard-Holo Classic Coll. #4 GEM MT PSA 10 Base Set
Opens in a new window or tab",$585.00,585.0,USD,585.0,PSA,10,[],,False,https://www.ebay.com/itm/267567628583,https://i.ebayimg.com/images/g/fkAAAeSwYsdpgAh8/s-l500.webp,"Feb 11, 2026",2026-02-11,1.0,"['10', 'base', 'charizard', 'psa']",[]
"Pokemon Charizard Base Set 1st Edition Holo PSA 10 Shadowless #4
Opens in a new window or tab","$47,707.60",47707.6,USD,47707.6,PSA,10,"['1st Edition', 'Shadowless']",,False,https://www.ebay.com/itm/298002548170,https://i.ebayimg.com/images/g/vBMAAeSwjdlpex3Z/s-l500.webp,"Feb 11, 2026",2026-02-11,1.0,"['10', 'base', 'charizard', 'psa']",[]
"Pokémon Charizard Base Set Holo Autographed PSA 10 4/102 Arita
Opens in a new window or tab","$2,100.00",2100.0,USD,2100.0,PSA,10,[],4/102,False,https://www.ebay.com/itm/147145657007,https://i.ebayimg.com/images/g/Yr4AAeSwdEpphlhe/s-l500.webp,"Feb 11, 2026",2026-02-11,1.0,"['10', 'base', 'charizard', 'psa']",[]
"2021 Pokemon Celebrations Charizard-Holo Classic Coll. #4 GEM MT PSA 10 Base Set
Opens in a new window or tab",$625.00,625.0,USD,625.0,PSA,10,[],,False,https://www.ebay.com/itm/168145228117,https://i.ebayimg.com/images/g/JTIAAeSwOt5pgOMb/s-l500.webp,"Feb 10, 2026",2026-02-10,1.0,"['10', 'base', 'charizard', 'psa']",[]
"1996 POKEMON BASE SET JAPANESE #6 CHARIZARD-HOLO PSA 10
Opens in a new window or tab","$19,999.99",19999.99,USD,19999.99,PSA,10,[],,False,https://www.ebay.com/itm/127669060501,https://i.ebayimg.com/images/g/~q8AAeSwFVlpheWL/s-l500.webp,"Feb 10, 2026",2026-02-10,1.0,"['10', 'base', 'charizard', 'psa']",[]
"2021 Pokemon Celebrations Classic Coll Base Set #4 Charizard Holo PSA 10
Opens in a new window or tab",$550.00,550.0,USD,550.0,PSA,10,[],,False,https://www.ebay.com/itm/389556651051,https://i.ebayimg.com/images/g/hScAAeSwRuZpXsJb/s-l500.webp,"Feb 9, 2026",2026-02-09,1.0,"['10', 'base', 'charizard', 'psa']",[]
"2021 Pokemon Celebrations Classic Base Set #4 Charizard Holo PSA 10 GEM MINT
Opens in a new window or tab",$612.00,612.0,USD,612.0,PSA,10,[],,False,https://www.ebay.com/itm/376916000992,https://i.ebayimg.com/images/g/RC0AAeSwqTRpfNQh/s-l500.webp,"Feb 9, 2026",2026-02-09,1.0,"['10', 'base', 'charizard', 'psa']",[]
"2021 Pokemon Celebrations Classic Base Set #4 Charizard Holo PSA 10 GEM MINT
Opens in a new window or tab",$599.99,599.99,USD,599.99,PSA,10,[],,False,https://www.ebay.com/itm/188039504437,https://i.ebayimg.com/images/g/3pcAAeSwrHtpiOUy/s-l500.webp,"Feb 8, 2026",2026-02-08,1.0,"['10', 'base', 'charizard', 'psa']",[]
"Pokemon Charizard Celebrations Classic Coll. Base Set Holo Rare #4 PSA 10
Opens in a new window or tab",$600.00,600.0,USD,600.0,PSA,10,['Holo Rare'],,False,https://www.ebay.com/itm/287106323638,https://i.ebayimg.com/images/g/158AAeSwdwxpekfB/s-l500.webp,"Feb 8, 2026",2026-02-08,1.0,"['10', 'base', 'charizard', 'psa']",[]
"Pokemon Charizard Celebrations Classic Coll. Base Set Holo Rare #4 PSA 10
Opens in a new window or tab",$560.00,560.0,USD,560.0,PSA,10,['Holo Rare'],,False,https://www.ebay.com/itm/287111410981,https://i.ebayimg.com/images/g/AHYAAeSwTqNpfVg5/s-l500.webp,"Feb 8, 2026",2026-02-08,1.0,"['10', 'base', 'charizard', 'psa']",[]
